Sede,Documento de identidad,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada,Grupo Asignatura
Fusagasugá,38051fae13aa1c9e437dd7f7a304e7cf6ff8202e6c0438beb0feb142f4a0a201,3,A,III,2023,4.0,Aprendizaje Basado en Proyectos,91,91,90,93.0,91.0,Proyectos y Aprendizaje Integral
Fusagasugá,38051fae13aa1c9e437dd7f7a304e7cf6ff8202e6c0438beb0feb142f4a0a201,3,A,III,2023,3.0,Educación Física,97,97,100,100.0,97.9,Artes y Educación Física
Fusagasugá,38051fae13aa1c9e437dd7f7a304e7cf6ff8202e6c0438beb0feb142f4a0a201,3,A,III,2023,2.0,Lectura Crítica,80,80,85,95.0,82.5,Lengua y Humanidades
Fusagasugá,38051fae13aa1c9e437dd7f7a304e7cf6ff8202e6c0438beb0feb142f4a0a201,3,A,III,2023,1.0,Artes,90,90,92,95.0,90.9,Artes y Educación Física
Fusagasugá,38051fae13aa1c9e437dd7f7a304e7cf6ff8202e6c0438beb0feb142f4a0a201,3,A,III,2023,1.0,Robótica y TICS,83,84,80,95.0,83.9,Tecnología e Innovación
Fusagasugá,38051fae13aa1c9e437dd7f7a304e7cf6ff8202e6c0438beb0feb142f4a0a201,3,A,III,2023,1.0,Inteligencia emocional e Integralidad,100,95,90,100.0,96.5,Proyectos y Aprendizaje Integral
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,3.0,Ciencias Naturales,62,62,90,90.0,70.4,Ciencias y Matemáticas
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,4.0,Ciencias Sociales,70,72,89,90.0,76.39999999999999,Lengua y Humanidades
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,5.0,Matemáticas,90,89,90,90.0,89.7,Ciencias y Matemáticas
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,3.0,Lengua Castellana,76,76,85,90.0,79.2,Lengua y Humanidades
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,4.0,Inglés,57,62,70,60.0,61.4,Lengua y Humanidades
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,2.0,Creatividad e Innovación,84,84,85,85.0,84.3,Tecnología e Innovación
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,91,90,89,95.0,90.7,Proyectos y Aprendizaje Integral
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,3.0,Educación Física,88,89,95,95.0,90.4,Artes y Educación Física
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,2.0,Lectura Crítica,90,91,90,95.0,90.8,Lengua y Humanidades
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,1.0,Artes,80,80,80,80.0,80.0,Artes y Educación Física
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,1.0,Robótica y TICS,80,80,80,90.0,81.0,Tecnología e Innovación
Fusagasugá,44dbd0fcc3fd730248855cbcd663a0aadfe94da21e8be4b16b9518bb70d057d2,4,A,IV,2023,1.0,Inteligencia emocional e Integralidad,90,83,85,100.0,87.9,Proyectos y Aprendizaje Integral
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,4.0,Ciencias Naturales,94,94,95,100.0,94.8,Ciencias y Matemáticas
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,3.0,Ciencias Sociales,88,88,90,89.0,88.5,Lengua y Humanidades
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,5.0,Matemáticas,81,80,90,89.0,83.30000000000001,Ciencias y Matemáticas
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,3.0,Lengua Castellana,83,79,95,95.0,85.4,Lengua y Humanidades
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,2.0,Lectura Crítica,89,88,91,90.0,89.2,Lengua y Humanidades
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,4.0,English,96,96,95,95.0,95.7,Lengua y Humanidades
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,3.0,Educación Física,89,89,90,90.0,89.3,Artes y Educación Física
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,1.0,Creatividad e innovación,92,91,90,90.0,91.10000000000001,Tecnología e Innovación
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,2.0,Aprendizaje Basado en Proyectos,96,96,100,98.0,97.0,Proyectos y Aprendizaje Integral
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,1.0,Artes,92,92,92,92.0,92.00000000000001,Artes y Educación Física
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,1.0,Tecnologías Informáticas,93,97,95,90.0,94.3,Tecnología e Innovación
Fusagasugá,8246c475afc7127f1d29a200818dfcd6f98e2ac36e0d7cc73cc9c17df13c4501,3,A,II,2024,1.0,Integralidad,94,94,95,95.0,94.3,Proyectos y Aprendizaje Integral
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,3.0,Ciencias Naturales,71,70,98,98.0,78.8,Ciencias y Matemáticas
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,4.0,Ciencias Sociales,75,74,80,80.0,76.2,Lengua y Humanidades
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,5.0,Matemáticas,71,70,95,95.0,77.9,Ciencias y Matemáticas
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,3.0,Lengua Castellana,87,89,95,100.0,90.5,Lengua y Humanidades
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,4.0,Inglés,74,68,100,100.0,80.0,Lengua y Humanidades
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,2.0,Creatividad e Innovación,80,80,89,90.0,82.8,Tecnología e Innovación
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,4.0,Aprendizaje Basado en Proyectos,73,74,87,95.0,78.30000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,3.0,Educación Física,89,89,90,90.0,89.3,Artes y Educación Física
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,2.0,Lectura Crítica,82,84,100,90.0,87.0,Lengua y Humanidades
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,1.0,Artes,92,94,87,92.0,91.60000000000001,Artes y Educación Física
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,1.0,Robótica y TICS,83,87,80,30.0,78.3,Tecnología e Innovación
Fusagasugá,73b432204fe9bd33a34754c8bf757a962599f9774abe73dab9748ae04ed8da22,4,A,I,2023,1.0,Inteligencia emocional e Integralidad,99,95,100,100.0,98.1,Proyectos y Aprendizaje Integral
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,4.0,Ciencias Naturales,68,74,100,100.0,79.4,Ciencias y Matemáticas
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,3.0,Ciencias Sociales,86,94,100,100.0,92.6,Lengua y Humanidades
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,5.0,Matemáticas,75,75,90,90.0,79.5,Ciencias y Matemáticas
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,3.0,Lengua Castellana,79,80,90,90.0,82.6,Lengua y Humanidades
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,2.0,Lectura Crítica,81,83,90,90.0,84.3,Lengua y Humanidades
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,4.0,English,59,54,88,96.0,67.0,Lengua y Humanidades
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,3.0,Educación Física,79,78,96,100.0,84.2,Artes y Educación Física
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,1.0,Creatividad e innovación,93,92,100,95.0,94.3,Tecnología e Innovación
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,2.0,Aprendizaje Basado en Proyectos,79,77,96,100.0,83.9,Proyectos y Aprendizaje Integral
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,1.0,Artes,93,92,95,100.0,93.8,Artes y Educación Física
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,1.0,Tecnologías Informáticas,100,99,100,100.0,99.7,Tecnología e Innovación
Girardot,8f5f6e4bdf0ca6c260e2d8d318b05e63719985c689b9dfa23e5653c68d7b7d8e,2,A,II,2024,1.0,Integralidad,99,70,95,97.0,89.3,Proyectos y Aprendizaje Integral
Girardot,b15747d0f4c9c0cd2604abd64e20906aae3e6827b1570275dee969ebaff86021,5,A,IV,2023,1.0,Robótica y TICS,82,75,100,90.0,84.30000000000001,Tecnología e Innovación
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,3.0,Ciencias Naturales,93,92,99,99.0,94.5,Ciencias y Matemáticas
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,4.0,Ciencias Sociales,79,75,90,96.0,81.69999999999999,Lengua y Humanidades
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,6.0,Matemáticas,73,73,90,100.0,79.1,Ciencias y Matemáticas
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,3.0,Lengua Castellana,83,85,95,100.0,87.7,Lengua y Humanidades
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,4.0,Inglés,93,94,95,100.0,94.4,Lengua y Humanidades
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,2.0,Innovación y Emprendimiento,93,93,96,95.0,93.8,Tecnología e Innovación
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,93,92,95,91.0,92.89999999999999,Proyectos y Aprendizaje Integral
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,3.0,Educación Física,89,89,95,95.0,90.8,Artes y Educación Física
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,2.0,Lectura Crítica,94,76,87,96.0,87.4,Lengua y Humanidades
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,1.0,Artes,89,89,90,90.0,89.3,Artes y Educación Física
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,1.0,Robótica y TICS,87,89,80,90.0,86.5,Tecnología e Innovación
Fusagasugá,9fdeb472f9fa56468e7c411891807c21fc3fbbcac6ce154d87409d08f43a04b9,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,100,100,100,95.0,99.5,Proyectos y Aprendizaje Integral
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,3.0,Ciencias Naturales,89,88,96,96.0,90.80000000000001,Ciencias y Matemáticas
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,4.0,Ciencias Sociales,87,85,70,94.0,83.70000000000002,Lengua y Humanidades
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,6.0,Matemáticas,68,69,90,90.0,74.9,Ciencias y Matemáticas
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,3.0,Lengua Castellana,84,86,80,80.0,83.4,Lengua y Humanidades
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,4.0,Inglés,93,90,97,98.0,93.4,Lengua y Humanidades
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,2.0,Innovación y Emprendimiento,87,86,85,90.0,86.60000000000001,Tecnología e Innovación
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,7.0,Aprendizaje Basado en Investigación,89,90,86,83.0,88.1,Proyectos y Aprendizaje Integral
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,3.0,Educación Física,78,78,75,80.0,77.6,Artes y Educación Física
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,2.0,Lectura Crítica,83,87,80,90.0,84.3,Lengua y Humanidades
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,1.0,Artes,87,87,80,90.0,85.9,Artes y Educación Física
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,1.0,Robótica y TICS,83,87,80,90.0,84.3,Tecnología e Innovación
Fusagasugá,7d9d684b60e871ff468f3c46086b6f9237add71af6ee29f3edb80644361cf34d,9,A,I,2023,1.0,Inteligencia emocional e Integralidad,88,74,90,100.0,85.4,Proyectos y Aprendizaje Integral
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,4.0,Ciencias Naturales,74,73,75,75.0,74.0,Ciencias y Matemáticas
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,4.0,Ciencias Sociales,83,83,70,70.0,79.1,Lengua y Humanidades
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,6.0,Matemáticas,83,78,70,89.0,79.5,Ciencias y Matemáticas
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,3.0,Lengua Castellana,81,82,85,90.0,83.0,Lengua y Humanidades
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,2.0,Lectura Crítica,85,85,80,80.0,83.5,Lengua y Humanidades
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,4.0,English,61,67,80,70.0,67.5,Lengua y Humanidades
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,3.0,Educación Física,79,81,85,80.0,80.9,Artes y Educación Física
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,1.0,Innovación y Emprendimiento,72,73,82,80.0,75.10000000000001,Tecnología e Innovación
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,2.0,Aprendizaje Basado en Investigación,82,84,74,68.0,79.6,Proyectos y Aprendizaje Integral
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,1.0,Artes,84,86,80,85.0,83.9,Artes y Educación Física
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,1.0,Tecnologías Informáticas,86,77,83,84.0,82.5,Tecnología e Innovación
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,6,A,I,2024,1.0,Integralidad,81,81,75,85.0,80.2,Proyectos y Aprendizaje Integral
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,3.0,Ciencias Naturales,79,80,90,95.0,83.1,Ciencias y Matemáticas
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,3.0,Ciencias Sociales,83,84,90,90.0,85.4,Lengua y Humanidades
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,5.0,Matemáticas,89,87,93,93.0,89.60000000000001,Ciencias y Matemáticas
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,4.0,Lengua Castellana,71,67,90,95.0,76.0,Lengua y Humanidades
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,4.0,Inglés,89,87,95,95.0,90.2,Lengua y Humanidades
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,2.0,Creatividad e Innovación,48,50,88,85.0,60.300000000000004,Tecnología e Innovación
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,4.0,Aprendizaje Basado en Proyectos,91,92,95,83.0,91.3,Proyectos y Aprendizaje Integral
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,3.0,Educación Física,91,90,90,90.0,90.4,Artes y Educación Física
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,2.0,Lectura Crítica,91,88,100,100.0,92.8,Lengua y Humanidades
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,1.0,Artes,84,80,90,80.0,83.6,Artes y Educación Física
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,1.0,Robótica y TICS,86,88,85,90.0,86.8,Tecnología e Innovación
Fusagasugá,f969f34cb834499b4f52ee8431985ea22f85be9e3cf5ba187b2cf606d584ade8,2,A,I,2023,1.0,Inteligencia emocional e Integralidad,96,96,100,100.0,97.2,Proyectos y Aprendizaje Integral
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,4.0,Ciencias Naturales,85,85,92,95.0,87.4,Ciencias y Matemáticas
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,3.0,Ciencias Sociales,92,92,90,93.0,91.7,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,5.0,Matemáticas,83,83,82,89.0,83.4,Ciencias y Matemáticas
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,3.0,Lengua Castellana,81,80,80,95.0,81.9,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,2.0,Lectura Crítica,82,82,90,90.0,84.4,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,4.0,English,75,74,80,90.0,77.2,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,3.0,Educación Física,90,91,92,92.0,90.9,Artes y Educación Física
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,1.0,Creatividad e innovación,88,89,88,90.0,88.5,Tecnología e Innovación
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,2.0,Aprendizaje Basado en Proyectos,94,94,90,93.0,93.1,Proyectos y Aprendizaje Integral
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,1.0,Artes,93,94,89,89.0,92.10000000000001,Artes y Educación Física
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,1.0,Tecnologías Informáticas,84,83,89,90.0,85.3,Tecnología e Innovación
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,II,2024,1.0,Integralidad,97,98,94,97.0,96.7,Proyectos y Aprendizaje Integral
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,4.0,Ciencias Naturales,92,95,98,100.0,94.9,Ciencias y Matemáticas
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,4.0,Ciencias Sociales,88,87,90,90.0,88.3,Lengua y Humanidades
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,6.0,Matemáticas,96,93,95,95.0,94.80000000000001,Ciencias y Matemáticas
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,3.0,Lengua Castellana,89,90,87,87.0,88.7,Lengua y Humanidades
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,2.0,Lectura Crítica,89,91,87,87.0,89.00000000000001,Lengua y Humanidades
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,4.0,English,89,89,90,90.0,89.3,Lengua y Humanidades
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,3.0,Educación Física,91,89,90,92.0,90.3,Artes y Educación Física
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,1.0,Innovación y Emprendimiento,82,82,80,95.0,82.9,Tecnología e Innovación
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,2.0,Aprendizaje Basado en Investigación,80,80,90,70.0,81.0,Proyectos y Aprendizaje Integral
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,1.0,Artes,87,61,90,88.0,79.9,Artes y Educación Física
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,1.0,Tecnologías Informáticas,92,92,100,90.0,93.4,Tecnología e Innovación
Girardot,f5b7b5932d7f87562e336490c8b797f12dcdd72a342acd5cd2b04a94c06eda93,6,A,II,2024,1.0,Integralidad,90,90,90,88.0,89.8,Proyectos y Aprendizaje Integral
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,5.0,Ciencias Naturales,93,93,98,100.0,94.69999999999999,Ciencias y Matemáticas
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,2.0,Ciencias Políticas y Económicas,90,91,80,89.0,88.2,Lengua y Humanidades
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,2.0,Filosofía,94,92,100,100.0,95.2,Lengua y Humanidades
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,6.0,Trigonometría,82,82,90,90.0,84.4,Ciencias y Matemáticas
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,4.0,Lengua Castellana,89,87,90,90.0,88.7,Lengua y Humanidades
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,4.0,Inglés,82,78,96,96.0,85.0,Lengua y Humanidades
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,2.0,Francés,92,93,100,100.0,94.7,Lengua y Humanidades
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,1.0,Educación Ambiental,82,82,95,90.0,85.4,Artes y Educación Física
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,3.0,Proyecto de inversión,96,95,98,100.0,96.5,Proyectos y Aprendizaje Integral
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,2.0,Educación Física,76,73,85,90.0,78.3,Artes y Educación Física
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,2.0,Lectura Crítica,95,94,96,95.0,94.9,Lengua y Humanidades
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,1.0,Artes,89,92,95,95.0,91.7,Artes y Educación Física
Fusagasugá,1791d6cc88f1e85928f372ae4bbf7c2c007c082611415c2daf4de2c528dfda15,10,A,II,2023,1.0,Robótica y TICS,74,77,80,85.0,77.2,Tecnología e Innovación
